,#time,date,susceptible,exposed,infectious,recovered,dead,immune,num infections today,num hospitalisations today,hospital bed occupancy,num hospitalisations today (data),cum num hospitalisations today,cum num infections today
0,1,2/3/2020,303860,38277,16592,3356,3,0,12627,11,42,0.0,11,12627
1,2,3/3/2020,290023,44547,22533,4982,3,0,13840,23,64,0.0,34,26467
2,3,4/3/2020,275570,49480,29632,7403,3,0,14455,31,93,0.0,65,40922
3,4,5/3/2020,261182,52938,37407,10558,3,0,14391,43,129,0.0,108,55313
4,5,6/3/2020,246984,55124,45004,14972,4,0,14199,74,200,0.0,182,69512
5,6,7/3/2020,232855,56184,52448,20594,7,0,14134,86,277,0.0,268,83646
6,7,8/3/2020,218475,57021,58937,27643,12,0,14382,124,393,0.0,392,98028
7,8,9/3/2020,204292,57410,64177,36190,19,0,14186,157,527,0.0,549,112214
8,9,10/3/2020,190473,56861,68838,45890,26,0,13822,195,696,0.0,744,126036
9,10,11/3/2020,176599,56448,72153,56849,39,0,13880,229,890,0.0,973,139916
10,11,12/3/2020,163372,55650,74397,68623,46,0,13230,339,1191,0.0,1312,153146
11,12,13/3/2020,152728,52240,76055,81009,56,0,10651,383,1517,0.0,1695,163797
12,13,14/3/2020,142438,48985,76752,93836,77,0,10293,470,1894,0.0,2165,174090
13,14,15/3/2020,132459,45677,76731,107121,100,0,9980,534,2324,0.0,2699,184070
14,15,16/3/2020,123230,42702,75717,120301,138,0,9231,559,2735,0.0,3258,193301
15,16,17/3/2020,117206,37368,73841,133490,183,0,6027,578,3140,0.0,3836,199328
16,17,18/3/2020,111607,32454,71132,146653,242,0,5603,651,3563,0.0,4487,204931
17,18,19/3/2020,106462,28341,67390,159572,323,0,5147,707,3975,0.0,5194,210078
18,19,20/3/2020,101506,25094,63299,171756,433,0,4957,729,4336,0.0,5923,215035
19,20,21/3/2020,99292,20180,58369,183718,529,0,2214,703,4624,0.0,6626,217249
20,21,22/3/2020,97310,15951,53437,194730,660,0,1982,732,4907,0.0,7358,219231
21,22,23/3/2020,95329,12853,48127,204969,810,0,1981,714,5112,0.0,8072,221212
22,23,24/3/2020,94769,9302,42890,214189,938,0,561,705,5298,0.0,8777,221773
23,24,25/3/2020,94209,6628,37691,222483,1077,0,560,731,5468,0.0,9508,222333
24,25,26/3/2020,93643,4855,32501,229835,1254,0,567,628,5476,0.0,10136,222900
25,26,27/3/2020,93133,3622,27915,235985,1433,0,510,634,5482,0.0,10770,223410
26,27,28/3/2020,92637,2824,23329,241675,1623,0,496,593,5364,0.0,11363,223906
27,28,29/3/2020,92209,2336,19332,246386,1825,0,429,514,5185,0.0,11877,224335
28,29,30/3/2020,91786,2050,16097,250129,2026,0,423,481,4993,0.0,12358,224758
29,30,31/3/2020,91386,1881,13419,253169,2233,0,400,418,4735,0.0,12776,225158
30,31,1/4/2020,91091,1643,11256,255659,2439,0,295,399,4468,0.0,13175,225453
31,32,2/4/2020,90812,1457,9550,257628,2641,0,279,346,4161,0.0,13521,225732
32,33,3/4/2020,90545,1295,8132,259258,2858,0,268,319,3838,0.0,13840,226000
33,34,4/4/2020,90289,1219,6986,260571,3023,0,256,216,3481,0.0,14056,226256
34,35,5/4/2020,90065,1112,6038,261657,3216,0,224,179,3083,0.0,14235,226480
35,36,6/4/2020,89867,979,5247,262603,3392,0,198,127,2671,0.0,14362,226678
36,37,7/4/2020,89718,884,4503,263437,3546,0,149,138,2321,0.0,14500,226827
37,38,8/4/2020,89569,799,3911,264131,3678,0,149,80,1955,0.0,14580,226976
38,39,9/4/2020,89455,688,3430,264704,3811,0,114,87,1675,0.0,14667,227090
39,40,10/4/2020,89339,577,2999,265242,3931,0,116,55,1394,0.0,14722,227206
40,41,11/4/2020,89285,465,2564,265740,4034,0,55,57,1154,0.0,14779,227261
41,42,12/4/2020,89211,398,2226,266143,4110,0,74,28,969,0.0,14807,227335
42,43,13/4/2020,89145,352,1880,266535,4176,0,66,36,799,0.0,14843,227401
43,44,14/4/2020,89083,297,1603,266861,4244,0,62,37,664,0.0,14880,227463
44,45,15/4/2020,89030,273,1339,267138,4308,0,53,39,541,0.0,14919,227516
45,46,16/4/2020,88993,237,1134,267368,4356,0,37,26,445,0.0,14945,227553
46,47,17/4/2020,88961,208,977,267553,4389,0,32,16,371,0.0,14961,227585
47,48,18/4/2020,88942,172,830,267729,4415,0,19,16,298,0.0,14977,227604
48,49,19/4/2020,88926,146,716,267861,4439,0,18,13,250,0.0,14990,227622
49,50,20/4/2020,88903,120,621,267982,4462,0,23,14,215,0.0,15004,227645
50,51,21/4/2020,88899,85,533,268092,4479,0,5,10,186,0.0,15014,227650
51,52,22/4/2020,88881,71,442,268204,4490,0,18,9,161,0.0,15023,227668
52,53,23/4/2020,88876,56,362,268288,4506,0,5,6,133,0.0,15029,227673
53,54,24/4/2020,88873,36,318,268348,4513,0,3,14,126,0.0,15043,227676
54,55,25/4/2020,88866,30,266,268402,4524,0,7,7,103,0.0,15050,227683
55,56,26/4/2020,88862,31,231,268433,4531,0,4,12,99,0.0,15062,227687
56,57,27/4/2020,88857,23,200,268470,4538,0,5,4,84,0.0,15066,227692
57,58,28/4/2020,88851,23,168,268502,4544,0,6,7,77,0.0,15073,227698
58,59,29/4/2020,88845,25,146,268526,4546,0,6,4,74,0.0,15077,227704
59,60,30/4/2020,88841,24,127,268543,4553,0,5,3,64,0.0,15080,227709
60,61,1/5/2020,88839,21,119,268553,4556,0,3,3,62,0.0,15083,227712
61,62,2/5/2020,88837,16,105,268570,4560,0,2,5,58,0.0,15088,227714
62,63,3/5/2020,88834,17,89,268586,4562,0,3,1,49,0.0,15089,227717
63,64,4/5/2020,88834,13,73,268604,4564,0,0,0,38,0.0,15089,227717
64,65,5/5/2020,88832,8,66,268613,4569,0,2,2,32,0.0,15091,227719
65,66,6/5/2020,88829,9,60,268619,4571,0,3,2,30,0.0,15093,227722
66,67,7/5/2020,88829,6,52,268628,4573,0,0,2,26,0.0,15095,227722
67,68,8/5/2020,88830,4,44,268634,4576,0,0,0,20,0.0,15095,227722
68,69,9/5/2020,88831,2,37,268640,4578,0,0,0,15,0.0,15095,227722
69,70,10/5/2020,88831,0,27,268650,4580,0,0,2,12,0.0,15097,227722
70,71,11/5/2020,88831,1,23,268653,4580,0,1,2,11,0.0,15099,227723
71,72,12/5/2020,88830,2,19,268657,4580,0,1,1,12,0.0,15100,227724
72,73,13/5/2020,88829,4,16,268658,4581,0,3,0,11,0.0,15100,227727
73,74,14/5/2020,88828,3,17,268659,4581,0,1,1,11,0.0,15101,227728
74,75,15/5/2020,88828,4,14,268661,4581,0,1,0,9,0.0,15101,227729
75,76,16/5/2020,88830,5,10,268658,4585,0,1,0,5,0.0,15101,227730
76,77,17/5/2020,88831,4,11,268657,4585,0,1,0,5,0.0,15101,227731
77,78,18/5/2020,88831,5,11,268656,4585,0,1,0,5,0.0,15101,227732
78,79,19/5/2020,88831,6,8,268657,4586,0,1,0,4,0.0,15101,227733
79,80,20/5/2020,88833,3,9,268656,4587,0,0,0,3,0.0,15101,227733
80,81,21/5/2020,88832,3,7,268659,4587,0,1,0,1,0.0,15101,227734
81,82,22/5/2020,88833,1,8,268658,4588,0,0,0,0,0.0,15101,227734
82,83,23/5/2020,88833,1,6,268660,4588,0,0,0,0,0.0,15101,227734
83,84,24/5/2020,88836,2,4,268658,4588,0,1,0,0,0.0,15101,227735
84,85,25/5/2020,88839,2,4,268655,4588,0,0,0,0,0.0,15101,227735
85,86,26/5/2020,88840,1,3,268656,4588,0,0,0,0,0.0,15101,227735
86,87,27/5/2020,88842,1,3,268654,4588,0,0,1,1,0.0,15102,227735
87,88,28/5/2020,88844,1,3,268652,4588,0,0,0,1,0.0,15102,227735
88,89,29/5/2020,88845,0,4,268651,4588,0,0,0,1,0.0,15102,227735
89,90,30/5/2020,88846,1,3,268650,4588,0,1,0,1,0.0,15102,227736
90,91,31/5/2020,88846,1,3,268650,4588,0,0,0,1,0.0,15102,227736
91,92,1/6/2020,88850,2,3,268645,4588,0,1,0,1,0.0,15102,227737
92,93,2/6/2020,88851,6,3,268640,4588,0,4,0,1,0.0,15102,227741
93,94,3/6/2020,88853,5,4,268638,4588,0,0,0,1,0.0,15102,227741
94,95,4/6/2020,88853,7,3,268637,4588,0,3,0,0,0.0,15102,227744
95,96,5/6/2020,88855,7,4,268634,4588,0,2,0,0,0.0,15102,227746
96,97,6/6/2020,88858,9,6,268627,4588,0,4,0,0,0.0,15102,227750
97,98,7/6/2020,88865,10,7,268618,4588,0,2,0,0,0.0,15102,227752
98,99,8/6/2020,88873,9,13,268605,4588,0,5,0,0,0.0,15102,227757
99,100,9/6/2020,88875,11,12,268602,4588,0,4,0,0,0.0,15102,227761
